Bank_Number,Branch_Number,National_Clearing_Code,BIC,Bank_Name,Branch_Information,City,Physical_Address1,Physical_Address2,Physical_Address3,Physical_Address4,Post_Code,Location,Country_Name,POB_Number,POB_Location1,POB_Location2,POB_Location3,POB_Post_Code,POB_Country,STD,Phone,Fax,Retail,BIC_Plus_Indicator,Latest_Status
02,0716,020716,,Bank of New Zealand,Opunake,,C/- New Plymouth (02-0708),,,,,,,,,,,,,,,,R,Y,A
02,0719,020719,,Bank of New Zealand,Terrace End,Palmerston North,272 Broadway Avenue,,,,,,New Zealand,,,,,,,(06),350-3300,355-0717,R,Y,A
02,0720,020720,,Bank of New Zealand,Otaki,,C/- Paraparaumu (02-0733),,,,,,,,,,,,,,,,R,Y,A
02,0724,020724,,Bank of New Zealand,Dannevirke,Dannevirke,17B High Street,Dannevirke,,,4930,,New Zealand,,,,,,,(06),374-5604,374-8018,R,Y,A
02,0727,020727,,Bank of New Zealand,Palmerston North,Palmerston North,84 The Square,The Plaza,Tenancy 54,,,,New Zealand,,,,,,,(06),350-1550,350-1557,R,Y,A
02,0733,020733,,Bank of New Zealand,Paraparaumu,Paraparaumu,Coastlands Parade,,,,,,New Zealand,,,,,,,(04),298-0030,298-8076,R,Y,A
02,0740,020740,,Bank of New Zealand,Blenheim,Blenheim,92 Market Street,Blenheim,,,7201,,New Zealand,,,,,,,(03),577-2709,578-8994,R,Y,A
02,0741,020741,,Bank of New Zealand,Stortford Lodge,,C/- Hastings (02-0644),,,,,,,,,,,,,,,,R,Y,A
02,0747,020747,,Bank of New Zealand,Richmond,Richmond,220 Queen Street,,,,,,New Zealand,,,,,,,(03),544-3300,544-4526,R,Y,A
02,0756,020756,,Bank of New Zealand,Stratford,Stratford,269 Broadway,,,,,,New Zealand,,,,,,,(06),765-7134,765-8334,R,Y,A
02,0760,020760,,Bank of New Zealand,Taihape,Taihape,102 Hautapu Street,,,,4720,,New Zealand,,,,,,,(06),388-0584,388-0598,R,Y,A
02,0764,020764,,Bank of New Zealand,Takaka,Takaka,80 Commercial Street,,,,7110,,New Zealand,,,,,,,(03),525-8990,525-9414,R,Y,A
02,0766,020766,,Bank of New Zealand,Taradale,Taradale,284 Gloucester Street,,,,4112,,New Zealand,,,,,,,(06),844-0850,844-3202,R,Y,A
02,0772,020772,,Bank of New Zealand,Upper Hutt,Upper Hutt,102 Main Street,,,,5018,,New Zealand,,,,,,,(04),528-1550,528-7006,R,Y,A
02,0776,020776,,Bank of New Zealand,Waipawa,,C/- Waipukurau (02-0780),,,,,,,,,,,,,,,,R,Y,A
02,0780,020780,,Bank of New Zealand,Waipukurau,Waipukurau,63 Ruataniwha Street,,,,4200,,New Zealand,,,,,,,(06),858-6750,858-8168,R,Y,A
02,0784,020784,,Bank of New Zealand,Wairoa,Wairoa,198 Marine Parade,,,,4108,,New Zealand,,,,,,,(06),838-8294,838-6876,R,Y,A
02,0788,020788,,Bank of New Zealand,Waitara,,C/- New Plymouth (02-0708),,,,,,,,,,,,,,,,R,Y,A
02,0792,020792,,Bank of New Zealand,Wanganui,Wanganui,124 Victoria Avenue,,,,4500,,New Zealand,,,,,,,(06),348-1600,345-5439,R,Y,A
02,0796,020796,,Bank of New Zealand,Woodville,,C/- Pahiatua (02-0724),,,,,,,,,,,,,,,,R,Y,A
02,0800,020800,BKNZNZ22800,Bank of New Zealand,Cashel & Fitzgerald,Christchurch,114 Fitzgerald Avenue,Linwood,,,8011,,New Zealand,,,,,,,(03),353-2000,353-2138,R,Y,A
02,0808,020808,,Bank of New Zealand,Christchurch International Services,Christchurch,81 Riccarton Rd,,,,8011,,New Zealand,PO Box 1461,Christchurch,,,8140,New Zealand,(03),353-2506,353-2533,,Y,A
02,0810,020810,,Bank of New Zealand,Hornby,Christchurch,418 Main South Road,"Shop 127, The Hub",Hornby,,8042,,New Zealand,,,,,,,(03),349-1450,349-5733,R,Y,A
02,0816,020816,,Bank of New Zealand,Papanui,Christchurch,55 Main North Road,Northlands Mall,Shop 32&33,Papanui,,,New Zealand,,,,,,,(03),354-0700,352-2129,R,Y,A
02,0820,020820,,Bank of New Zealand,Riccarton,Christchurch,129 Riccarton Road,Shopping Centre,Shop S140 Westfield Riccarton,Riccarton,8041,,New Zealand,,,,,,,(03),343-5738,348-9592,R,Y,A
02,0828,020828,,Bank of New Zealand,Sydenham,Christchurch,418 Colombo Street,Sydenham,,,,,New Zealand,,,,,,,(03),364-5070,366-4878,R,Y,A
02,0832,020832,,Bank of New Zealand,Akaroa,Akaroa,73 Rue Lavaud,,,,7520,,New Zealand,,,,,,,(03),304-7050,304-7070,R,Y,A
02,0836,020836,,Bank of New Zealand,Ashburton,Ashburton,304 East Street,,,,7700,,New Zealand,,,,,,,(03),308-0620,308-2249,R,Y,A
02,0840,020840,,Bank of New Zealand,Geraldine,Geraldine,18 Talbot Street,,,,,,New Zealand,,,,,,,(03),693-8748,693-8758,R,Y,A
02,0842,020842,,Bank of New Zealand,BNZ Ferrymead,Christchurch,2 Waterman Place,Unit 9,Ferrymead,,,,New Zealand,,,,,,,(03),379-6250,379-6674,R,Y,A
02,0844,020844,,Bank of New Zealand,Greymouth,Greymouth,91 Mackay Street,,,,7805,,New Zealand,,,,,,,(03),768-3700,768-5048,R,Y,A
02,0848,020848,,Bank of New Zealand,Hokitika,,c/- Greymouth (02-0844),,,,,,,,,,,,,,,,R,Y,A
02,0852,020852,,Bank of New Zealand,Kaiapoi,Kaiapoi,107 Williams Street,,,,,,New Zealand,,,,,,,(03),327-5948,327-5333,R,Y,A
02,0856,020856,,Bank of New Zealand,Kaikoura,Kaikoura,42 West End,,,,,,New Zealand,,,,,,,(03),319-7750,319-6241,R,Y,A
02,0858,020858,,Bank of New Zealand,BNZ International Services Christchurch,Christchurch,81 Riccarton Rd,,,,8011,,New Zealand,PO Box 1461,Christchurch,,,8140,New Zealand,(03),353-2000,377-0452,,Y,A
02,0860,020860,,Bank of New Zealand,Leeston,Leeston,67 High Street,,,,,,New Zealand,,,,,,,(03),324-3855,324-3688,R,Y,A
02,0863,020863,,Bank of New Zealand,New Brighton,Christchurch,99 Seaview Road,New Brighton,,,,,New Zealand,,,,,,,(03),382-2580,388-3761,R,Y,A
02,0864,020864,,Bank of New Zealand,Ferrymead Store,Christchurch,"2 Waterman Place, Unit 9",c/o BNZ Ferrymead,Ferrymead Central,,8023,,New Zealand,,,,,,,(03),364 7100,379 3390,R,Y,A
02,0865,020865,,Bank of New Zealand,Armagh Street,Christchurch,137 Armagh Street,,,,,,New Zealand,,,,,,,(03),364-6400,366-0743,R,Y,A
02,0868,020868,,Bank of New Zealand,Methven,Methven,91 Main Street,,,,7730,,New Zealand,,,,,,,(03),302-8042,302-8020,R,Y,A
02,0871,020871,,Bank of New Zealand,City South,Christchurch,C/- Sydenham (02-0828),,,,,,,,,,,,,,,,R,Y,A
02,0874,020874,,Bank of New Zealand,Upper Riccarton,Christchurch,Bush Inn Mall,Upper Riccarton,,,8041,,New Zealand,,,,,,,(03),343-1854,348-7120,R,Y,A
02,0875,020875,,Bank of New Zealand,University of Canterbury,Christchurch,1b Waimairi Road,Upper Riccarton,,,8041,,New Zealand,,,,,,,(03),343-1850,348-7120,R,Y,A
02,0876,020876,,Bank of New Zealand,Rangiora,Rangiora,74 High St,,,,7400,,New Zealand,,,,,,,(03),313-9850,313-4273,R,Y,A
02,0880,020880,,Bank of New Zealand,Reefton,Reefton,30 Broadway,,,,7830,,New Zealand,,,,,,,(03),732-8873,732-8872,R,Y,A
02,0884,020884,,Bank of New Zealand,Temuka,Timaru,247 Stafford Street,,,,7910,,New Zealand,,,,,,,(03),684 1600,684 8260,R,Y,A
02,0888,020888,,Bank of New Zealand,Timaru,Timaru,247 Stafford Street,,,,7910,,New Zealand,,,,,,,(03),684-1611,684-8260,R,Y,A
02,0892,020892,,Bank of New Zealand,Waimate,Waimate,74 Queen Street,,,,,,New Zealand,,,,,,,(03),689-7339,689-7652,R,Y,A
02,0896,020896,,Bank of New Zealand,Westport,Westport,147 Palmerston Street,,,,7825,,New Zealand,,,,,,,(03),789-7923,789-5192,R,Y,A
02,0900,020900,,Bank of New Zealand,Dunedin,Dunedin,C/- Dunedin (02-0912),,,,,,New Zealand,,,,,,,,,,R,Y,A
02,0908,020908,,Bank of New Zealand,Dunedin North,Dunedin North,C/- Dunedin (02-0912),,,,,,,,,,,,,,,,R,Y,A
02,0910,020910,,Bank of New Zealand,South Dunedin,Dunedin,159 King Edward Street,,,South Dunedin,9012,,New Zealand,,,,,,,(03),456-2850,455-8556,R,Y,A
02,0912,020912,,Bank of New Zealand,Dunedin,Dunedin,98 George Street,Moray Place,,,,,New Zealand,,,,,,,(03),474-7350,477-0102,R,Y,A
02,0916,020916,,Bank of New Zealand,Alexandra,Alexandra,45 Tarbert Street,,,,,,New Zealand,,,,,,,(03),448-9850,448-9047,R,Y,A
02,0918,020918,,Bank of New Zealand,Balclutha,Balclutha,53 Clyde Street,,,,,,New Zealand,,,,,,,(03),418-4750,418-2223,R,Y,A
02,0920,020920,,Bank of New Zealand,Cromwell,Cromwell,1 The Mall,,,,9310,,New Zealand,,,,,,,(03),445-0226,445-0228,R,Y,A
02,0922,020922,,Bank of New Zealand,Gore,Gore,38 Main St,,,,9710,,New Zealand,,,,,,,(03),208-8820,208-9509,R,Y,A
02,0924,020924,,Bank of New Zealand,Invercargill,Invercargill,84 Esk Street,,,,9810,,New Zealand,,,,,,,(03),214-6701,218-9080,R,Y,A
02,0929,020929,,Bank of New Zealand,University Of Otago,Dunedin,98 George Street,Dunedin Central,,,9016,,New Zealand,,,,,,,(03),467-7300,477-5879,R,Y,A
02,0930,020930,,Bank of New Zealand,Lumsden,,C/- Winton (02-957),,,,,,,,,,,,,,,,R,Y,A
02,0935,020935,,Bank of New Zealand,Milton,Balclutha,c/- Balclutha,,,,,,New Zealand,,,,,,,(03),418-4750,418-2223,R,Y,A
02,0938,020938,,Bank of New Zealand,Mosgiel,Mosgiel,132 Gordon Road,,,,9024,,New Zealand,,,,,,,(03),489-9350,489-7409,R,Y,A
02,0940,020940,,Bank of New Zealand,Oamaru,Oamaru,80 Thames Street,,,,9400,,New Zealand,,,,,,,(03),434-0700,434-5526,R,Y,A
02,0944,020944,,Bank of New Zealand,Otautau,,C/- Winton (02-0957),,,,,,,,,,,,,,,,R,Y,A
02,0946,020946,,Bank of New Zealand,Palmerston,,C/- Dunedin Nth (02-0908),,,,,,,,,,,,,,,,R,Y,A
02,0948,020948,,Bank of New Zealand,Queenstown,Queenstown,11 Rees Street,,,,9300,,New Zealand,,,,,,,(03),442-5810,442-7324,R,Y,A
02,0950,020950,,Bank of New Zealand,Ranfurly,,C/- Alexandra (02-0916),,,,,,,,,,,,,,,,R,Y,A
02,0953,020953,,Bank of New Zealand,Roxburgh,,C/- Alexandra (02-0916),,,,,,,,,,,,,,,,R,Y,A
02,0957,020957,,Bank of New Zealand,Winton,Winton,230 Great North Road,,,,,,New Zealand,,,,,,,(03),236-7169,236-7408,R,Y,A
02,0959,020959,,Bank of New Zealand,Wyndham,,C/- Invercargill (02-0924),,,,,,,,,,,,,,,,R,Y,A
02,0965,020965,,Bank of New Zealand,Te Anau,Te Anau,34 Town Centre,,,,9600,,New Zealand,,,,,,,(03),249-7826,249-7828,R,Y,A
02,0975,020975,,Bank of New Zealand,Treasury Operations,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,PO Box 2392,Wellington,,,6140,New Zealand,(04),474-6999,474-6537,,N,A
02,0985,020985,BKNZNZ22985,Bank of New Zealand,BNZ Head Office,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,PO Box 2392,Wellington,,,6140,New Zealand,(04),474-6999,474-7777,,N,A
02,0987,020987,,Bank of New Zealand,Credit Cards,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,Private Bag,Wellington,,,,New Zealand,(04),474-9299,474-9359,,N,A
02,0989,020989,,Bank of New Zealand,Corporate H/O,Wellington,60 Waterloo Quay,,,,,,,,,,,,,,,,,Y,A
02,0993,020993,,Bank of New Zealand,Auckland Clearings,Auckland,30 Mahuhu Crescent,,,,,,,,,,,,,,,,,N,A
02,0995,020995,,Bank of New Zealand,Wellington Clearings,Wellington,60 Waterloo Quay,,,,,,,,,,,,,,,,,Y,A
02,1201,021201,,Bank of New Zealand,Christchurch Proof Centre,Christchurch,418 Colombo Street,,,,,,,,,,,,,,,,,N,A
02,1202,021202,,Bank of New Zealand,Transaction Processing Centre Wellington,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,PO Box 2392,Wellington,,,6140,New Zealand,(04),474-6999,474-6059,,N,A
02,1203,021203,,Bank of New Zealand,ReSTART,Christchurch,114 Cashel Street,,,,8011,,New Zealand,,,,,,,(03),353-2144,353-2533,,Y,A
02,1204,021204,,Bank of New Zealand,BNZ Small Business Hub,Auckland,30 Mahuhu Crescent,Level 4,Quay Park,,1010,,New Zealand,Private Bag 9412,Auckland,,,1142,New Zealand,,0800 269-763,(09) 976-1040,,N,A
02,1206,021206,,Bank of New Zealand,Lincoln North,Waitakere,192 Universal Drive,Unit B8,Henderson,,0610,,New Zealand,,,,,,,(09),835-0200,837-3157,R,Y,A
02,1207,021207,,Bank of New Zealand,Auckland Cheque Post,Auckland,124 Vincent Street,5th Floor,,,,,New Zealand,PO Box 39-059,Auckland,,,,New Zealand,(09),367-1720,353-4950,,N,A
02,1209,021209,,Bank of New Zealand,BNZ Partners Support Centre,Auckland,30 Mahuhu Crescent,Level 1,Quay Park,,1010,,New Zealand,,,,,,,,0800 284-017,0800 283-617,,N,A
02,1210,021210,,Bank of New Zealand,Greerton,Tauranga,212 Chadwick Road,Shop 4,Greerton,,3112,,New Zealand,,,,,,,(07),577-6123,578-1006,R,Y,A
02,1211,021211,,Bank of New Zealand,Rfs Operations,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,,,,,,,(04),382-2577,382-2661,,N,A
02,1212,021212,,Bank of New Zealand,Customer Account Services Wellington,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,PO Box 2112,Wellington,,,6140,New Zealand,(04),0800935700,474-7777,,N,A
02,1214,021214,,Bank of New Zealand,Auckland Banking Zone Office,Auckland,C/- Auckland Support Centre(1219),,,,,,,,,,,,,,,,,N,A
02,1215,021215,,Bank of New Zealand,Corporate Banking Wellington,Wellington,60 Waterloo Quay,Pipitea,,,,,New Zealand,PO Box 2392,Wellington,,,6140,New Zealand,(04),474-6999,474-6861,,Y,A
02,1216,021216,,Bank of New Zealand,Meadowlands,Auckland,127 Meadowlands Drive,Howick,,,2014,,New Zealand,,,,,,,(09),535-0700,535-7520,R,Y,A
02,1217,021217,,Bank of New Zealand,Lending Services Auckland,Auckland,30 Mahuhu Crescent,Level 2,,,1010,,New Zealand,Private Bag 92 089,Auckland,,,1142,New Zealand,(09),367-1748,367-1789,,Y,A
02,1218,021218,,Bank of New Zealand,Corporate Banking South Island,Christchurch,81 Riccarton Rd,,,,,,,,,,,,,,,,,N,A
02,1219,021219,,Bank of New Zealand,Customer Account Services Auckland,Auckland,30 Mahuhu Crescent,Level 1,,,1010,,New Zealand,Private Bag 92 089,Auckland,,,1142,New Zealand,(09),367-1722,367-1719,,Y,A
02,1220,021220,,Bank of New Zealand,Broadway,Auckland,C/- Newmarket ( 02-0192,,,,,,,,,,,,,,,,R,Y,A
02,1221,021221,,Bank of New Zealand,Parkroyal,Wellington,C/- 38 Willis St (02-0500),,,,,,,,,,,,,,,,R,Y,A
02,1222,021222,,Bank of New Zealand,DMS Auckland,Auckland,666 Great South Road,ADT Building 6 Ground,Penrose,,,,New Zealand,,,,,,,(09),375-5186,976-6053,,Y,A
02,1223,021223,,Bank of New Zealand,Telebusiness Centre,Wellington,C/-222 Lambton Quay (02-0506),,,,,,New Zealand,PO Box 2392,Wellington,,,6140,New Zealand,(04),382-2690,382-2687,,Y,A
02,1225,021225,,Bank of New Zealand,Auckland International Airport Agency,Auckland,C/- Auckland Airport ( 02-0124),,,,,,,,,,,,,,,,R,Y,A
02,1227,021227,,Bank of New Zealand,Macquarie Investment Management Limited,Auckland,88 Shortland Street,,,,,,,,,,,,,,,,,N,A
02,1228,021228,,Bank of New Zealand,Mortgage Distribution Fund,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,PO Box 1229,Wellington,,,6140,New Zealand,(04),382-2559,801-8115,,N,A
02,1229,021229,,Bank of New Zealand,National Australia Bank Integration Br.,Auckland,160 Grafton Road,,,,,,New Zealand,Private Bag 92107,Auckland,,,1142,New Zealand,(09),309-2300,,,N,A
02,1230,021230,,Bank of New Zealand,Sky City Store,Auckland,262 Queen Street,,,,1010,,New Zealand,,,,,,,(09),3090247,377-3465,R,Y,A
02,1231,021231,,Bank of New Zealand,Massey University,Palmerston North,C/- Palm North (02-0727),,,,,,,,,,,,,,,,R,Y,A
02,1232,021232,,Bank of New Zealand,Global Banking,Auckland,80 Queen Street,,,,1010,,New Zealand,,,,,,,(09),976-6318,976-5993,R,N,A
02,1233,021233,,Bank of New Zealand,Direct Banking - Wellington,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,,,,,,,(04),0800225526,470-3020,,N,A
02,1234,021234,,Bank of New Zealand,St Lukes,Auckland,C/- Dominion Road (02-0144),,,,,,,,,,,,,,,,R,Y,A
02,1235,021235,,Bank of New Zealand,Christchurch International Airport,Christchurch,24 Main North Road,Papanui,,,,,New Zealand,,,,,,,(03),354-0700,352-2129,R,Y,A
02,1236,021236,,Bank of New Zealand,Hamilton Cash Services,Hamilton,Cnr Commerce and Kent Streets,Frankton,,,,,New Zealand,,,,,,,(07),846-8951,846-8959,,N,A
02,1237,021237,,Bank of New Zealand,Wellington Cash Services,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,,,,,,,(04),474-6877,474-6966,,N,A
02,1238,021238,,Bank of New Zealand,Christchurch Cash Services,Christchurch,81 Riccarton Rd,,,,8011,,New Zealand,,,,,,,(03),358-6973,358-6976,,N,A
02,1239,021239,,Bank of New Zealand,Auckland Call Centre,Auckland,124 Vincent Street,Level 7,,,,,New Zealand,,,,,,,(09),355-7168,355-7166,,N,A
02,1240,021240,,Bank of New Zealand,BNZ Broker Hub,Auckland,30 Mahuhu Cresent,Level 2,BNZ Quay Park,,1010,,New Zealand,Private Bag 9412,,Auckland,,1142,New Zealand,,0800 269 763,,R,Y,A
02,1241,021241,,Bank of New Zealand,Kookmin Bank,Auckland,ASB Bank Centre,,,,,,,,,,,,,,,,R,Y,A
02,1242,021242,,Bank of New Zealand,The Cooperative Bank 1,Wellington,60 Waterloo Quay,L5 Harbour Quays,C/- BNZ Business Ctr,,6011,,New Zealand,,,,,,,(04),474-9715,,,Y,A
02,1243,021243,,Bank of New Zealand,PC Business Banking,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,,,,,,,,0800280269,,,N,A
02,1244,021244,,Bank of New Zealand,Albany,Auckland,136 Don Mckinnon Drive,1b Northridge Plaza,Albany,,3620,,New Zealand,,,,,,,,,,R,Y,A
02,1245,021245,,Bank of New Zealand,The Cooperative Bank 4,Wellington,60 Waterloo Quay,L5 Harbour Quays,C/- BNZ Business Ctr,,6011,,New Zealand,,,,,,,,0800 280 269,,R,Y,A
02,1246,021246,,Bank of New Zealand,The Cooperative Bank 2,Wellington,60 Waterloo Quay,"L5, Harbour Quays",C/- BNZ Business Centre,,6011,,New Zealand,,,,,,,(04),474-9715,,,Y,A
02,1247,021247,,Bank of New Zealand,The Cooperative Bank 5,Wellington,60 Waterloo Quay,L5 Harbour Quays,C/- BNZ Business Ctr,,6011,,New Zealand,,,,,,,,0800 280 269,,R,Y,A
02,1248,021248,,Bank of New Zealand,The Cooperative Bank 3,Wellington,60 Waterloo Quay,"L5, Harbour Quay",C/- BNZ Business Centre,,6011,,New Zealand,,,,,,,(04),474-9715,,,Y,A
02,1249,021249,,Bank of New Zealand,The Cooperative Bank 6,Wellington,60 Waterloo Quay,L5 Harbour Quays,C/- BNZ Business Ctr,,6011,,New Zealand,,,,,,,,0800 280 269,,R,Y,A
02,1250,021250,,Bank of New Zealand,Wellington Imaging,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,PO Box 2112,Wellington,,,6140,New Zealand,(04),474-7700,,,N,A
02,1251,021251,,Bank of New Zealand,Auckland Imaging,Auckland,30 Mahuhu Cresent,,BNZ Quay Park,,1010,,New Zealand,"PO Box 5218, Wellesley Street",Auckland,,,1141,New Zealand,(09),367-1720,,,Y,A
02,1252,021252,,Bank of New Zealand,Tower,Wellington,C/- Wholesale Banking,,,,,,New Zealand,PO Box 2392,Wellington,,,6140,New Zealand,,,,,N,A
02,1253,021253,,Bank of New Zealand,The Palms Mall,Christchurch,24 Marshland Road,The Palms,Shop 29 & 31,Shirley,8061,,New Zealand,,,,,,,(03),385-4520,385-1713,,Y,A
02,1254,021254,,Bank of New Zealand,Whangamata,Whangamata,614 Port Road,,,,3620,,New Zealand,,,,,,,(07),865-0030,865-8178,,Y,A
02,1255,021255,,Bank of New Zealand,PC Internet Banking,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,PO Box 2392,Wellington,,,6140,New Zealand,(04),470-3032,0800999269,,Y,A
02,1256,021256,,Bank of New Zealand,Botany,Auckland,500 Ti Rakau Drive,Botany,,,6011,,New Zealand,,,,,,,(09),272-0650,272-8673,,Y,A
02,1257,021257,,Bank of New Zealand,80 Queen Street,Auckland,80 Queen Street,,,,1010,,New Zealand,,,,,,,(09),373-0150,373-2264,,Y,A
02,1258,021258,,Bank of New Zealand,Papamoa,Papamoa,26 Gravett Road,,,,3118,,New Zealand,,,,,,,(07),572-4650,572-3529,,Y,A
02,1259,021259,,Bank of New Zealand,BNZ Barrington Mall,Christchurch,256 Barrington Street,Spreydon,,,8244,,New Zealand,,,,,,,(03),364-5082,366-4878,,Y,A
02,1260,021260,,Bank of New Zealand,Glenfield,Auckland,4 Link Drive,Wairau Park,Glenfield,,0627,,New Zealand,,,,,,,(09),443-9803,444-6536,,Y,A
02,1261,021261,,Bank of New Zealand,BNZ Direct,Auckland,80 Queen Street,,,,1010,,New Zealand,,,,,,,(09),976-6390,976-5993,,Y,A
02,1262,021262,,Bank of New Zealand,Link Drive,Auckland,4 Link Drive,Wairau Park,Glenfield,,0627,,New Zealand,,,,,,,(09),443-9804,444-6536,,Y,A
02,1263,021263,,Bank of New Zealand,Botany,Auckland,500 Ti Rakau Drive,Botany,,,,,New Zealand,,,,,,,(09),272-0650,272-8673,,Y,A
02,1264,021264,,Bank of New Zealand,BNZ Parnell,Auckland,128 Parnell Road,Parnell,,,1052,,New Zealand,,,,,,,(09),976-6767,976-5450,,Y,A
02,1265,021265,,Bank of New Zealand,Remarkables Park,Queenstown,Remarkables Park Town Centre,Shop 11-103,Hawthorne Drive,,,,New Zealand,,,,,,,(03),901-0760,441-3597,,Y,A
02,1266,021266,,Bank of New Zealand,Rolleston,Christchurch,70 Rolleston Drive,Shop 1,Rolleston,,,,New Zealand,,,,,,,(03),924-4530,924-4531,,Y,A
02,1267,021267,,Bank of New Zealand,BNZ Parkside,Auckland,30 Mahuhu Crescent,,,,1010,,New Zealand,,,,,,,(09),924-8508,,,Y,A
02,1268,021268,,Bank of New Zealand,BNZ Christchurch,Christchurch,"Level 4, 111 Cashel Street",Christchurch Central,,,8011,,New Zealand,,,,,,,(03),341-1481,,,,A
02,1269,021269,,Bank of New Zealand,BNZ Harbour Quays,Wellington,BNZ North End,Pastoral House,100 Lambton Quay,,6011,,New Zealand,,,,,,,(04),474-9010,924-0025,,Y,A
02,1271,021271,,Bank of New Zealand,Awhi Credit Union,Opotiki,15 King Street,,,,,,,,,,,,,,,,,Y,A
02,1272,021272,,Bank of New Zealand,The Base,Hamilton,The Base Mall,Shop R44,Maahanga Drive,,3200,,New Zealand,,,,,,,,,,,Y,A
02,1273,021273,,Bank of New Zealand,Bank of Baroda,Auckland,114 Dominion Road,Mount Eden,,,1024,,New Zealand,PO Box 56 580,Dominion Road,Auckland,,1446,New Zealand,(09),632-1020,638-5082,,Y,A
02,1274,021274,,Bank of New Zealand,BNZ Connect,Wellington,60 Waterloo Quay,BNZ Harbour Quays,Pipitea,,6011,,New Zealand,Private Bag 39 806,Wgton Mail Centre,Lower Hutt,,5045,New Zealand,,0800 269-4242,,,Y,A
02,1275,021275,,Bank of New Zealand,Sylvia Park Store,Auckland,286 Mount Wellington Highway,Sylvia Park Shopping Centre,Mt Wellington,,3204,,New Zealand,,,,,,,,09 570 0767,,,Y,A
02,1278,021278,,Bank of New Zealand,Russley,Christchurch,5 Sir William Pickering Drive,Russley,,,8053,,New Zealand,,,,,,,(03),924-3220,348-8726,R,Y,A
02,1283,021283,,Bank of New Zealand,Access Prepaid Worldwide CPP,Wellington,60 Waterloo Quay,Pipitea,,,6011,,New Zealand,,,,,,,(04),924 8796,,R,Y,A
02,1284,021284,,Bank of New Zealand,Access Prepaid Worldwide - Qantas Cash NZ,Auckland,136 Customs Street West,"Level 3, MasterCard House",Viaduct Precinct,,1010,,New Zealand,,,,,,,,915 782,,R,Y,A
02,1285,021285,,Bank of New Zealand,NorthWest,Auckland,"Shop 3, 1-7 Fred Taylor Drive",NorthWest Shopping Centre,Westgate,,0814,,New Zealand,,,,,,,(09),976 6420,976 6429,R,Y,A
02,1286,021286,,Bank of New Zealand,BNZ Institutional Banking,Wellington,60 Waterloo Quay L5.P1,Pipitea,,Wellington,6011,,New Zealand,Private Bag 39806,Wellington Mail Centre 5045,Wellington,,,New Zealand,(04),924 8796,,,,A
02,1290,021290,,Bank of New Zealand,BNZ Institutional Banking,Wellington,60 Waterloo Quay L5.P1,Pipitea,,Wellington,6011,,New Zealand,Private Bag 39806,Wellington,,,5045,New Zealand,(04),924-8796,,,,A
02,1291,021291,,Bank of New Zealand,Transferwise Ltd,Wellington,42-52 Willis Street,Wellington Central,,Wellington,6011,,New Zealand,Private Bag 39806,Wellington Mail Centre 5045,Wellington,,,New Zealand,(04),924 8796,,,,A
02,1294,021294,,Bank of New Zealand,Waddle Loans Ltd,Auckland,c/o BNZ Partners Auckland City,"Level 5, Deloitte Centre",80 Queen Street,Auckland,1010,,New Zealand,Private Bag 92208,,Auckland,,1142,New Zealand,(09),976 5107,976 5107,,,A
02,1295,021295,,Bank of New Zealand,Toll Networks (NZ) Ltd,Auckland,339 Neilson Street,Penrose,,Auckland,1061,,New Zealand,Private Bag 24901,Royal Oak,Auckland,,1023,New Zealand,,,,,,A
02,1296,021296,,Bank of New Zealand,Toll Carriers Ltd,Auckland,339 Neilson Street,Penrose,,Auckland,1061,,New Zealand,Private Bag 24901,Royal Oak,Auckland,,1023,New Zealand,,,,,,A
02,1298,021298,,Bank of New Zealand,Whangaparaoa,Whangaparaoa,Whangaparaoa Shopping Mall,Shops 1 and 2,,,,,New Zealand,,,,,,,(09),424-4890,424-5897,R,Y,A
03,0031,030031,,Westpac,Auckland Clearings,Auckland,120 Albert Street,Level 20,,,1010,,New Zealand,PO Box 5503,Wellesley Street,Auckland,,1141,New Zealand,(09),3673777,3673673,,N,A
03,0032,030032,,Westpac,Auckland Clearings,,,,,,,,,,,,,,,,,,,N,A
03,0043,030043,,Westpac,Wellington Clearings,Auckland,120 Albert Street,Level 20,,,1010,,New Zealand,PO Box 5503,Wellesley Street,Auckland,,1141,New Zealand,(09),3673777,3673673,,N,A
03,0044,030044,,Westpac,Wellington Clearings,,,,,,,,,,,,,,,,,,,N,A
03,0047,030047,,Westpac,Westpac Head Office,Wellington,318 Lambton Quay,,,,,,New Zealand,PO Box 691,Wellington,,,6140,New Zealand,(04),4981000,,,N,A
